floor_area,number_of_floors,window_to_wall_ratio,wall_thickness,avg_temperature,avg_humidity,solar_radiation,thermal_resistance,estimated_energy_usage,daylight_factor,thermal_load
249.6,1,0.43,0.27,-9.6,30,701,3.3,817.8,3.01,-4950.1
221.9,1,0.4,0.38,2.6,61,973,3.79,251,3.89,-2397.7
262.4,2,0.24,0.39,12.7,66,968,3.12,1287.5,2.32,-1317.9
143.3,3,0.22,0.36,25,40,678,3.71,1100.9,1.49,450.7
148.9,3,0.23,0.4,7,71,748,0.03,42878.3,1.72,-1929.9
53.5,1,0.49,0.49,-3.5,73,447,3.07,66.2,2.19,-871.3
237.8,3,0.39,0.41,13.7,30,919,3.15,1318.8,3.58,-1026.2
296.6,1,0.33,0.5,-1.9,61,888,6.49,53.9,2.93,-2279.9
118.3,3,0.28,0.38,-3.9,40,754,3.28,129.4,2.11,-1900
152.7,2,0.25,0.22,24.5,62,336,3.66,1165.7,0.84,435.7
210.9,1,0.47,0.26,-7.1,31,740,3.54,467.9,3.48,-3692.1
286.6,2,0.22,0.35,10.5,65,537,0.04,87778.9,1.18,-2711.8
119.3,1,0.11,0.31,9.9,68,661,3.12,426,0.73,-829
168,2,0.42,0.46,23.1,39,116,0.09,52437.2,0.49,516.1
61.1,3,0.15,0.22,15.3,28,156,3.19,318.2,0.23,-195.6
51.8,1,0.17,0.45,8.2,60,736,3.09,162.5,1.25,-422.4
175.8,1,0.15,0.22,28.8,59,903,3.02,1858.7,1.35,1079.8
81.8,3,0.46,0.24,15.4,66,730,3.77,430.5,3.36,-234.4
266.3,1,0.37,0.41,1.6,51,706,3.1,234.7,2.61,-3380.9
141,3,0.36,0.42,19.2,66,629,3.25,1015.1,2.26,-76.1
126.3,1,0.24,0.25,-7.5,63,149,3.25,320,0.36,-2344.4
216.7,2,0.35,0.29,-7.9,26,117,3.03,654,0.41,-4214
118,2,0.25,0.31,20.9,40,268,5.14,546.7,0.67,51.6
280.3,3,0.4,0.28,27.8,67,959,5.29,1828.6,3.84,1029.8
171.2,2,0.46,0.29,32.6,79,243,3.24,2134.6,1.12,1458.2
159.1,2,0.46,0.32,30.4,30,498,3.8,1591.2,2.29,1025.9
207.4,3,0.19,0.33,-9.5,53,424,3.24,636.2,0.81,-4136
130.4,2,0.13,0.37,15.2,67,473,3.27,665.6,0.61,-421.2
92.1,1,0.32,0.47,7.6,73,631,3.75,234.5,2.02,-713.8
261.5,3,0.34,0.5,18.4,36,134,3.24,1750.2,0.46,-282.8
65.3,3,0.14,0.24,-5.7,59,651,3.67,96.1,0.91,-1062.3
247.6,2,0.26,0.34,25.1,74,847,5.48,1324.8,2.2,570.8
189,3,0.16,0.43,17.8,42,367,3.62,1024.4,0.59,-265.3
231.7,3,0.22,0.23,18.2,69,717,0.01,486520.6,1.58,-416.6
282.9,3,0.34,0.31,20.4,23,598,3.52,1974.5,2.03,73.3
72.8,2,0.39,0.26,-1.4,32,379,5.79,15.3,1.48,-655.9
198.4,1,0.3,0.44,8.3,38,807,5.2,399.6,2.42,-1114.2
202.8,2,0.4,0.47,23.7,60,693,0.05,118725.6,2.77,746.6
292.1,3,0.13,0.2,23.3,70,695,3.64,2050.7,0.9,613.1
228.6,2,0.14,0.31,-3.2,64,897,3.14,179.4,1.26,-3638.2
133.6,1,0.38,0.24,6.5,27,538,3.51,318.8,2.04,-1170.5
85,1,0.38,0.35,15.4,52,341,3.14,507.1,1.3,-268.2
172.6,3,0.17,0.4,29.2,20,971,6.28,899.7,1.65,590.7
242.1,2,0.34,0.37,24.1,63,752,3.71,1897.4,2.56,624.4
178.8,3,0.15,0.36,13.1,46,365,3.59,720.9,0.55,-790.8
167,3,0.39,0.3,6.5,56,710,3.61,398.6,2.77,-1440.6
278.3,3,0.23,0.23,32,74,253,3.16,3167.2,0.58,2284.3
282.2,3,0.33,0.38,-1.2,75,138,3.36,103.9,0.46,-3972.5
218.8,1,0.3,0.49,-6.4,76,763,6.07,233.7,2.29,-2270.1
165,1,0.22,0.24,27.1,33,725,3.53,1443.7,1.6,758
280.5,1,0.37,0.37,31.9,68,615,3.06,3531.9,2.28,2316.5
205.6,3,0.23,0.41,-6.7,63,528,3.45,410.1,1.21,-3595.6
263.3,2,0.15,0.42,-5.1,61,445,3.37,391,0.67,-4381.7
199.7,3,0.26,0.34,6.8,59,650,3.23,520.5,1.69,-1784.6
165,2,0.32,0.48,8.4,77,605,3.3,522.3,1.94,-1282.4
157.4,2,0.21,0.28,0.6,38,852,3.03,83.3,1.79,-2128.3
73.6,1,0.27,0.27,-8.9,50,797,0.04,16922.3,2.15,-2118.5
142.4,3,0.13,0.43,21,33,440,6.32,514.5,0.57,52.4
100.9,2,0.24,0.26,-6,77,429,5.51,114.3,1.03,-1177.9
113.8,1,0.45,0.35,23.6,22,453,3.29,1019.2,2.04,274.9
204.8,3,0.22,0.33,-0.8,39,524,3.68,17,1.15,-2692.2
181.9,2,0.39,0.4,14.8,49,208,3.17,1029.1,0.81,-646
136.8,1,0.36,0.24,31.8,59,357,3.02,1718.8,1.29,1126.7
203.1,3,0.44,0.46,23,70,184,6.18,929.5,0.81,232.8
215,2,0.5,0.21,9.8,44,715,3.77,749.6,3.58,-1366.2
127.5,1,0.35,0.29,2,51,439,0.04,9134.8,1.54,-2285.8
90.5,3,0.38,0.24,3.4,28,684,3.01,146.1,2.6,-1050.1
273.5,1,0.4,0.24,24.5,38,179,3.65,2219.1,0.72,781.5
106.6,3,0.45,0.23,23.3,76,835,5.24,601.5,3.76,167.4
199.5,3,0.41,0.36,3.6,78,179,3.63,250.3,0.73,-2084.1
170.7,1,0.48,0.23,34.4,52,662,5.15,1441.1,3.18,1192.2
217.3,1,0.2,0.23,31.8,20,822,6.27,1243.6,1.64,956.4
268,3,0.21,0.46,10.7,33,705,3.28,1029.7,1.48,-1674.9
136.8,1,0.32,0.27,26.8,29,705,5.33,818.9,2.26,434.4
134,1,0.46,0.29,10.6,48,518,0.02,91623.4,2.38,-1257.1
167,3,0.23,0.4,13.2,22,803,3.63,718.3,1.85,-723.4
228.7,2,0.2,0.37,-1,36,477,0.07,1879.6,0.95,-4769.1
233.6,2,0.16,0.44,16.6,55,734,5.63,776.8,1.17,-347.1
290.8,2,0.17,0.31,1.7,36,369,0.05,13056.1,0.63,-5295
60.2,1,0.46,0.41,15.9,60,582,3.3,369.8,2.68,-165.4
86.4,2,0.25,0.39,-9.7,43,456,0.02,44925.8,1.14,-2560.9
109.2,3,0.4,0.3,26.1,30,725,5.87,598.8,2.9,275.1
173.4,2,0.18,0.32,3.9,38,327,6.1,131,0.59,-1088.8
76.4,1,0.33,0.44,2.5,33,759,5.35,54.2,2.5,-621.7
237.9,3,0.41,0.39,11.9,56,148,3.42,1009.9,0.61,-1268
204.9,1,0.38,0.35,20.6,40,354,3.67,1392.2,1.35,77.8
171.6,3,0.1,0.47,2.4,54,549,3.1,171.4,0.55,-2083.9
247.8,1,0.38,0.2,21.1,22,188,0.09,69749.4,0.71,270.1
134.4,2,0.15,0.28,22.2,78,848,3.74,890.4,1.27,185.1
299.1,3,0.14,0.48,26.5,65,234,3.08,2777.9,0.33,1345.4
161,3,0.39,0.34,-7.1,39,405,5.33,241.7,1.58,-2037.6
124.7,1,0.32,0.33,2.6,64,614,5.18,89.8,1.96,-1045.8
177.5,2,0.26,0.22,21.4,21,951,3.66,1224.9,2.47,157.5
209.1,1,0.13,0.38,-7.3,69,698,5.41,271.8,0.91,-2620.2
126.4,1,0.4,0.31,17.5,21,202,3.13,857.8,0.81,-217.1
141.2,2,0.15,0.22,31.1,60,411,6.2,771.5,0.62,595.6
225.7,2,0.25,0.24,20.3,23,182,3.08,1688.5,0.46,46.9
221.4,1,0.14,0.43,-7.3,64,503,3.52,457.4,0.7,-3916.7
91,2,0.13,0.47,23,55,576,3.13,730,0.75,187.6
52.2,2,0.44,0.36,22.6,56,696,3.77,393.5,3.06,84.6
288.4,1,0.2,0.42,23.7,33,983,3.51,2230.9,1.97,692.5
182.6,2,0.22,0.36,-9,64,595,5.02,339.4,1.31,-2637.1
283.9,1,0.27,0.36,28.5,44,203,3,3083,0.55,1689.2
282.7,3,0.39,0.46,27.7,46,150,5.14,1830.4,0.58,1057.9
206,2,0.37,0.29,30.3,28,286,3.73,2001.7,1.06,1330.4
171.5,1,0.2,0.44,2.9,72,801,5.03,138.8,1.6,-1457.5
127.6,2,0.27,0.47,8,35,387,3.51,346.1,1.04,-993.7
133.5,2,0.36,0.22,5.4,51,950,3.6,277.9,3.42,-1247.4
138.7,3,0.2,0.38,1.4,26,698,3.74,85.6,1.4,-1615
165,1,0.19,0.36,-9.7,35,675,6.37,256,1.28,-1778.9
211.7,2,0.39,0.47,12.3,27,900,3.16,1056.8,3.51,-1115
136.3,2,0.28,0.32,33.6,63,429,3.6,1468.7,1.2,1186.4
114,1,0.43,0.35,-5.5,23,977,0.06,10441.3,4.2,-2889.6
224.6,1,0.13,0.42,7.6,48,392,3.54,540,0.51,-1799.1
251,3,0.21,0.29,-6.7,57,488,6.36,270.9,1.02,-2439.4
195.7,2,0.27,0.4,11.8,44,374,5.6,482.9,1.01,-706.1
284.7,1,0.26,0.43,28.1,58,361,6.01,1523.5,0.94,920.1
80,3,0.45,0.26,3.2,39,982,3.62,113.2,4.42,-857.5
163.4,1,0.39,0.31,-8.6,40,563,3.54,443.3,2.2,-3018.9
215.1,1,0.29,0.33,-3.5,41,974,3.53,176.2,2.82,-3270.5
79.4,1,0.12,0.38,14.7,60,406,5.14,247.4,0.49,-204.5
107.9,3,0.42,0.2,31.9,79,326,3.54,1188.5,1.37,829.5
202.6,1,0.44,0.22,19.7,28,372,3.64,1363,1.64,-38.7
277.6,1,0.41,0.44,25.9,21,835,0.08,111788.4,3.42,1624.7
285.3,2,0.11,0.28,9.3,23,792,3.7,821,0.87,-1923.2
141.1,3,0.37,0.28,-0.3,75,809,3.7,23,2.99,-1804.5
293.5,1,0.38,0.24,18.7,27,975,3.1,2216.7,3.7,-263.3
289.5,2,0.17,0.25,-1.3,59,898,3.22,39.2,1.53,-4180.8
149.9,1,0.45,0.4,23.4,56,403,3.14,1392,1.81,349.6
176.2,1,0.38,0.37,12.3,55,153,0.07,37301.7,0.58,-1347.2
185.8,2,0.35,0.47,-7.7,66,686,5.16,296.8,2.4,-2491
75.2,1,0.22,0.38,22.8,63,448,3.09,628,0.99,145.5
57.7,3,0.41,0.4,17.7,59,284,3.08,406,1.16,-91.8
299.1,1,0.35,0.25,8.7,65,219,0.04,78362.9,0.77,-3366.3
165.8,1,0.49,0.35,1.1,30,898,3.09,133.5,4.4,-2165.3
58.8,2,0.43,0.25,33.6,55,537,3.76,648.6,2.31,499
247,2,0.27,0.33,33,79,813,3.34,2838.1,2.2,2138.5
223,1,0.21,0.35,4.1,79,732,3.27,364.1,1.54,-2386.3
125.5,1,0.41,0.37,13.8,34,537,0.08,27101.9,2.2,-771.9
154.6,2,0.23,0.25,31.3,50,938,0.03,185238.5,2.16,1741.7
246.1,2,0.22,0.33,10.9,69,128,3.7,814.2,0.28,-1410.9
71.8,2,0.39,0.33,34.1,49,446,3.68,805.5,1.74,639.8
169.8,1,0.47,0.38,1,45,802,3.76,100.5,3.77,-2013.1
201.3,2,0.12,0.49,8.4,27,931,3.71,536.7,1.12,-1468.8
163.7,2,0.39,0.48,2.3,25,694,6.13,95.5,2.71,-1121.3
107.8,3,0.21,0.29,28.5,47,933,0.01,350603,1.96,915.4
59.6,1,0.36,0.34,1.8,70,305,3.18,46.6,1.1,-739.8
166.2,1,0.33,0.22,9.7,79,420,3.14,624,1.39,-1174.3
210.4,2,0.46,0.25,-1.4,32,154,5.36,60.2,0.71,-2089.2
175.7,3,0.19,0.28,28.3,38,817,0.03,186728.8,1.55,1453.9
72.9,3,0.29,0.44,-6,78,920,3.17,133.8,2.67,-1294.6
252.2,1,0.11,0.36,18.3,70,651,3.55,1420.4,0.72,-276.5
264.8,3,0.45,0.47,-8.5,30,819,0.05,49831.3,3.69,-7509.1
107.7,2,0.22,0.26,25.3,44,354,3.22,952.4,0.78,387
236.9,3,0.33,0.43,2.9,63,763,3.76,268.9,2.52,-2527.8
179,3,0.11,0.37,0.5,35,240,3.68,38,0.26,-2206
213.1,1,0.33,0.43,-7.9,71,203,3.62,527.9,0.67,-3793.2
154.4,1,0.36,0.25,11.3,20,873,3.54,626.5,3.14,-867.8
239.8,3,0.41,0.22,35,62,536,0.03,342281.6,2.2,3586.2
272.3,2,0.33,0.43,4.2,39,812,5.94,267.7,2.68,-1746.8
176.3,3,0.15,0.38,-9,69,874,5.63,273.5,1.31,-2234.2
226.6,3,0.27,0.2,16.8,20,611,3.19,1403.7,1.65,-493.8
92.2,3,0.46,0.36,4.8,58,120,3.61,154.6,0.55,-895.5
212.8,1,0.25,0.37,13.9,40,323,6.39,532.9,0.81,-468.6
114.2,1,0.15,0.46,3.9,68,872,3.53,166,1.31,-1189.6
206.2,3,0.46,0.49,7.1,43,998,3.53,581.8,4.59,-1721
276.6,1,0.3,0.28,0.5,71,268,3.06,79.8,0.8,-3743.2
255.2,1,0.45,0.28,7.5,61,107,3.22,738.5,0.48,-2162.8
112.3,2,0.23,0.33,10.9,67,835,5.75,255.5,1.92,-434.3
145.4,1,0.24,0.43,18.4,36,464,3.71,828,1.11,-146.3
119.1,3,0.44,0.48,14.9,24,291,5.15,428.6,1.28,-294.6
168.9,1,0.44,0.31,30.9,43,756,5.16,1264.1,3.33,891
64.5,3,0.49,0.3,17.7,22,140,3.12,459.2,0.69,-102.1
102.2,2,0.14,0.41,25.9,29,689,0.04,72690.3,0.96,600.6
70,1,0.17,0.41,17.3,47,359,3.56,376.7,0.61,-121.7
258.5,2,0.5,0.41,-7.3,37,724,3.1,685.4,3.62,-4869.4
211.4,1,0.11,0.41,32.6,73,989,0.05,149825.1,1.09,2650.3
163.9,1,0.45,0.32,-6,65,579,0.09,12093.5,2.61,-4223
297.4,1,0.11,0.26,-2.9,53,861,3.5,182.8,0.95,-4426.8
272,2,0.46,0.33,29.8,38,357,5.68,1776.3,1.64,1151.5
158.6,1,0.3,0.45,8.9,41,469,3.16,540.8,1.41,-1204.2
231.7,3,0.24,0.35,21.7,72,253,3.23,1763.7,0.61,266.7
184.1,2,0.35,0.21,17.1,79,369,0.07,53983.6,1.29,-530.2
194.3,1,0.25,0.4,16.1,65,118,3.78,937.8,0.3,-471.3
173,1,0.35,0.42,24.3,29,448,3.39,1484,1.57,491.7
196.8,3,0.22,0.22,24.5,50,644,5.91,929.4,1.42,362.2
201.5,2,0.35,0.45,-0.3,34,324,3.1,1.8,1.13,-2822.4
277.1,3,0.12,0.32,24.3,78,398,3.4,2133.7,0.48,786.4
83.7,2,0.14,0.43,33,48,724,3.13,964.9,1.01,747.5
126.1,1,0.3,0.21,15.1,23,514,3.14,721.1,1.54,-423.9
140.1,3,0.4,0.3,8.4,62,358,3.26,451.7,1.43,-1095.4
294,3,0.32,0.32,4.1,73,654,3.42,474.1,2.09,-3075.9
265.5,3,0.34,0.5,29.3,56,113,6.08,1502.7,0.38,967.9
100.4,3,0.38,0.43,1.2,76,745,3.52,66,2.83,-1223.1
70,2,0.28,0.42,14.1,79,295,5.21,220.5,0.83,-197.8
230.7,3,0.39,0.37,27.9,54,877,0.04,198335.8,3.42,1815.2
293.5,3,0.47,0.49,32.2,53,565,3.11,3818.8,2.66,2467.1
220.8,1,0.28,0.3,25.5,50,885,0.08,83017.8,2.48,1204.7
279.6,3,0.38,0.23,2.3,68,951,5.89,183.6,3.61,-2034
135.2,2,0.32,0.36,-0.1,73,301,3.46,9.1,0.96,-1777.3
132.5,3,0.47,0.49,-9.8,63,518,3.7,410.5,2.43,-2487.6
98.1,3,0.16,0.22,25.5,23,291,3.59,761.1,0.47,345.9
113.9,2,0.24,0.29,18.3,39,165,0.04,58888.6,0.4,-192.9
82,3,0.39,0.21,-4.8,69,243,0.06,7442.3,0.95,-2021.4
209.1,3,0.29,0.41,14.5,20,376,3.79,939.7,1.09,-714.2
194.8,3,0.12,0.26,34.7,72,359,3.62,1999.8,0.43,1827
138.2,3,0.36,0.26,24.7,52,928,5.93,704.8,3.34,264.4
244.3,2,0.49,0.43,24,39,285,3.76,1964.5,1.4,609.8
252.8,2,0.3,0.37,-3.4,40,112,0.07,13655.5,0.34,-5874.1
151.9,2,0.37,0.3,4.6,60,385,3.01,298.1,1.42,-1635.1
77.8,1,0.48,0.35,-7.7,44,208,3.11,232.4,1,-1484.8
62.2,1,0.23,0.3,8.5,24,936,3.73,175.4,2.15,-448.5
147.6,2,0.34,0.45,-0.5,71,518,3.59,0.9,1.76,-1939.5
228.6,3,0.11,0.24,-4.1,73,701,3.74,219.2,0.77,-3448.8
96.7,3,0.3,0.45,-4.5,25,736,3.45,121.3,2.21,-1551.8
220.9,3,0.12,0.35,0.2,54,786,0.03,7695.9,0.94,-4360.7
188.9,1,0.43,0.44,18.3,49,315,3.79,1127.3,1.35,-199.4
106.5,2,0.44,0.25,1.7,23,434,3.13,88.6,1.91,-1338.9
198.8,2,0.28,0.49,30.2,28,984,6.02,1174,2.76,807
73.3,1,0.3,0.47,-6.9,47,379,3.77,145.8,1.14,-1228.4
237.7,2,0.16,0.43,30.5,74,981,0.04,202041.9,1.57,2485.9
239,1,0.48,0.42,21.1,76,320,3.11,2041.2,1.54,181.1
231,2,0.43,0.49,31.9,27,765,3.3,2778.2,3.29,1841.8
213.7,1,0.2,0.22,11,54,690,6.14,447.6,1.38,-742.4
184.2,2,0.45,0.49,30.3,71,115,3.55,1933.2,0.52,1223.7
170.8,1,0.25,0.27,34.8,43,497,3.09,2194.9,1.24,1746.7
96.4,3,0.1,0.46,5,62,432,3.68,149.4,0.43,-913.9
110,3,0.31,0.28,11.2,40,943,3.66,421.5,2.92,-613.7
147.8,3,0.34,0.28,-5.3,73,361,3.28,260.4,1.23,-2512.8
51.9,2,0.5,0.44,27.5,68,484,3.12,581.9,2.42,267.8
248.5,3,0.17,0.31,-7.8,31,378,3.17,631.3,0.64,-4718.4
206.4,2,0.26,0.25,24.5,76,268,3.1,1863.4,0.7,640.9
146.3,3,0.47,0.43,33.6,44,258,3.15,1942.1,1.21,1362.9
141.8,3,0.46,0.48,-7.6,45,870,0.03,39126.9,4,-3901.9
275.7,2,0.38,0.49,21.7,33,429,3.02,2404,1.63,327.1
102.2,1,0.26,0.39,23.5,68,139,6.36,429.2,0.36,130.2
213.2,2,0.31,0.39,-6.7,65,988,3.6,390.7,3.06,-3643.2
207,3,0.36,0.46,-8.6,60,446,5.29,376.5,1.61,-2788.4
175.7,3,0.39,0.28,-2.7,77,295,0.05,10099.1,1.15,-3968.4
221.3,1,0.11,0.45,26.2,26,343,3.68,1684,0.38,867.1
52.4,3,0.12,0.45,-2.6,37,966,3.29,27.6,1.16,-794.6
262.6,3,0.36,0.28,8.3,58,813,3.67,769.4,2.93,-1944.8
174,3,0.47,0.29,26.7,24,417,3.57,1632.3,1.96,749.6
98.3,3,0.18,0.21,16.1,38,766,3.17,570.1,1.38,-261.8
191.1,1,0.2,0.22,3.2,28,796,3.54,237.3,1.59,-2074
227.9,1,0.48,0.44,1.5,45,258,3.03,164,1.24,-2938.7
66.5,1,0.4,0.27,0.1,50,624,5.54,10.4,2.5,-590.2
253.5,1,0.31,0.5,33.3,74,392,6.26,1575.8,1.22,1261
50.8,2,0.13,0.26,-3.1,63,159,5.7,27.9,0.21,-504.6
147.3,1,0.27,0.36,2.2,43,545,0.08,5736.6,1.47,-2601
208.4,2,0.26,0.29,0.5,47,630,3.28,81.1,1.64,-2730.9
119.8,1,0.41,0.27,-7,30,833,0.05,17805.2,3.42,-3218.4
67.7,3,0.17,0.21,20.3,41,348,3.77,402.3,0.59,12.7
68.1,3,0.11,0.45,29.9,22,600,3.4,644.5,0.66,445
150.1,3,0.45,0.37,2.9,50,228,3.77,152.6,1.03,-1599.1
264.3,1,0.35,0.32,5.2,56,751,3.1,596.2,2.63,-2699
160.7,2,0.29,0.21,-3.8,50,497,3.04,199.9,1.44,-2662
266.5,2,0.36,0.3,13.8,59,445,3.25,1378.3,1.6,-1115.3
250.7,2,0.11,0.31,29.6,46,481,3.71,2144.5,0.53,1513.8
287.8,1,0.29,0.34,12.5,36,129,3.17,1312.8,0.37,-1474.3
139.1,2,0.1,0.23,18,67,441,0.03,89780,0.44,-277.4
159,2,0.41,0.27,25.8,50,857,3.62,1410.9,3.51,588.4
194.5,1,0.37,0.32,19.1,69,598,5.43,836.1,2.21,-80
255.8,3,0.41,0.22,33.8,22,250,0.09,116617.1,1.02,3498.3
112.9,3,0.34,0.27,34,21,495,5.93,768.4,1.68,643.3
117.2,3,0.13,0.42,24.6,39,210,6.27,493.9,0.27,201.1
80.6,1,0.31,0.42,9.3,30,342,0.07,12822.9,1.06,-856.4
236.8,3,0.5,0.47,14.7,37,394,0.02,223391.2,1.97,-1252.5
114.1,2,0.49,0.37,10.7,57,101,0.09,17048.1,0.49,-1051.6
139.6,1,0.35,0.4,-3.2,23,962,3.75,97.9,3.37,-2024.2
161.7,2,0.18,0.23,20.9,24,579,3.24,1168.4,1.04,98.4
75.6,2,0.3,0.32,2.1,47,658,3.68,65.2,1.97,-855.2
135.3,1,0.2,0.46,27.1,41,232,5.9,689.5,0.46,393.9
200.8,3,0.14,0.32,22.4,55,238,5.15,944.4,0.33,233.7
282.1,3,0.4,0.28,19.6,34,383,3.26,2075,1.53,-76.1
185.7,1,0.22,0.39,-4.2,28,611,3.24,228.3,1.34,-3037.9
178.1,2,0.48,0.35,-5.9,28,162,3.3,384,0.78,-3090.6
197.4,2,0.25,0.24,16.1,46,912,3.29,1148.3,2.28,-516.6
148.1,3,0.28,0.35,24.1,47,805,3.29,1278.1,2.25,407.4
79.6,3,0.32,0.31,10,20,453,0.02,48259.4,1.45,-794.4
175.4,2,0.39,0.38,-7.3,30,322,0.03,48753.7,1.26,-4774.1
219.6,3,0.32,0.36,21.4,50,103,3.4,1611.1,0.33,202.9
145.7,3,0.22,0.31,5.6,76,743,3.51,292.3,1.63,-1361.7
247.6,3,0.41,0.28,8.5,59,268,3.43,762.7,1.1,-1870.7
104.6,3,0.22,0.45,22.7,76,199,3.63,732.4,0.44,179.9
198.7,1,0.18,0.23,33,41,458,6.39,1134,0.82,932.5
202.2,3,0.38,0.21,32.4,45,979,3.29,2441.2,3.72,1682.4
216.4,1,0.19,0.26,16.6,64,199,3.05,1305.1,0.38,-511.4
158.9,3,0.44,0.42,-3,69,157,3.31,166.5,0.69,-2445
236.2,1,0.36,0.37,8.6,61,915,3.56,744.9,3.29,-1734.1
144.1,2,0.3,0.33,22.5,74,653,3.07,1249.8,1.96,249.7
55.3,1,0.12,0.46,-7.3,73,972,0.04,9273.4,1.17,-1503.7
118.4,3,0.41,0.23,28.5,33,693,5.31,784.4,2.84,472
254.2,1,0.15,0.32,-6.1,66,637,6.02,248,0.96,-2640.6
145.3,2,0.35,0.42,13.3,46,821,6.24,386.4,2.87,-366
254.3,2,0.34,0.45,26.1,55,415,3.19,2473.1,1.41,1056.4
121.8,1,0.24,0.29,-5.5,48,892,5.38,116.8,2.14,-1434.9
53.9,1,0.21,0.24,-3.7,50,884,3.04,55.2,1.86,-889.1
58.5,1,0.37,0.48,15.9,20,108,5.34,207.8,0.4,-111.8
291.5,3,0.43,0.41,9.2,60,437,5.82,586.5,1.88,-1315.9
113,1,0.43,0.36,32.5,31,334,3.77,1195.7,1.44,880
148.5,2,0.42,0.37,11.7,49,146,6.38,333.6,0.61,-446.2
186.7,1,0.24,0.38,8.1,26,590,5.37,338.4,1.42,-1028.7
208.9,1,0.19,0.37,23.9,42,837,3.22,1757.3,1.59,552.4
59.8,3,0.22,0.25,24.2,59,961,3.53,473.1,2.11,162.5
264.8,1,0.2,0.42,33.1,24,456,3.52,2776.8,0.91,2247.8
147.7,1,0.42,0.48,14,59,967,3.02,885.7,4.06,-618.6
235.7,3,0.19,0.32,25.4,51,341,3.79,1752.9,0.65,790.4
113.8,3,0.37,0.31,28.7,24,862,3.63,1098.2,3.19,630.7
120.8,2,0.26,0.31,10.1,50,525,3.68,394.1,1.36,-755.8
115,2,0.38,0.31,-3.3,70,172,3.28,130.5,0.65,-1800.6
258.5,2,0.47,0.22,-5.5,65,681,3.78,407,3.2,-4100.1
166.3,2,0.12,0.49,8.8,20,854,3.64,467.5,1.02,-1184.6
116.3,2,0.19,0.49,3.2,71,429,3.03,152.5,0.82,-1361.8
67.2,1,0.37,0.34,-1.9,51,520,0.01,10989.2,1.92,-1470.2
95.1,3,0.19,0.41,14.2,63,443,3.18,479.5,0.84,-376.2
103.8,1,0.47,0.45,18.3,60,944,3.25,759.1,4.44,-119.1
262.2,2,0.36,0.3,-3.8,57,825,5.22,176.3,2.97,-2982.9
219.8,1,0.44,0.29,3,32,295,3.05,289.7,1.3,-2596.9
217.6,2,0.25,0.31,12,46,568,3.79,811.8,1.42,-1081
62.8,3,0.22,0.39,-3.7,68,429,3.76,60.6,0.94,-928.7
211.2,1,0.41,0.25,-1.8,26,879,0.01,23439.1,3.6,-4599.6
253.3,1,0.32,0.5,3.3,50,856,5.25,232.6,2.74,-2009.3
250.8,3,0.47,0.48,20.8,52,875,3.76,1785.5,4.11,125.2
213,1,0.49,0.2,25.7,51,786,0.02,351184.5,3.85,1211.7
56.9,2,0.18,0.43,4.1,46,954,3.58,87.6,1.72,-580.8
265.5,3,0.12,0.48,18.8,53,654,3.54,1546.6,0.78,-205.8
214.2,3,0.25,0.46,19.3,31,519,0.05,95517.7,1.3,-149.2
192,1,0.4,0.22,-0.3,52,688,0.09,993.3,2.75,-3862.5
92.1,1,0.38,0.27,26.6,29,912,3.6,837.6,3.47,389
226.4,1,0.44,0.38,31.7,46,641,0.06,148880.7,2.82,2633
106.1,3,0.36,0.42,16.7,68,936,3.53,625.5,3.37,-226.5
130.5,2,0.39,0.31,14.3,59,555,3.71,624.4,2.16,-467.9
227.6,1,0.33,0.48,25.1,75,984,3.3,2095.8,3.25,777.7
111.5,1,0.13,0.35,-6.2,45,516,5.63,119.9,0.67,-1276.6
258.4,1,0.32,0.28,31.9,45,187,3.53,2724.6,0.6,1989.5
233.4,2,0.16,0.4,19.6,36,390,3.79,1329.5,0.62,-58
289.8,2,0.39,0.3,19.8,43,460,5.43,1292.1,1.79,-26.5
199,3,0.46,0.33,18,34,468,5.73,788.9,2.15,-169.9
72.9,3,0.43,0.2,20.5,50,236,6.25,293.9,1.01,13.7
87.5,1,0.13,0.47,-6.9,48,397,3.05,198.7,0.52,-1635.9
75.8,1,0.22,0.27,1.6,20,924,3.13,67.8,2.03,-958.2
232.5,1,0.32,0.39,14.3,69,791,3.7,1100,2.53,-834.9
129.9,1,0.34,0.42,26.8,39,458,0.09,46030.6,1.56,875.4
280.1,3,0.32,0.38,7.6,72,729,5.53,489.4,2.33,-1552.5
82.3,2,0.39,0.41,-5.5,43,453,3.57,139,1.77,-1349.4
120.7,3,0.34,0.26,3.2,20,906,3.13,185.3,3.08,-1393.1
101.5,2,0.47,0.23,-8.8,70,187,3.02,357.5,0.88,-2040.4
254.1,1,0.49,0.23,11.5,76,955,3.04,1296.1,4.68,-1503.3
168.7,3,0.15,0.49,-1.7,52,364,6.26,38.7,0.55,-1369.1
89.6,2,0.21,0.31,28.1,41,640,3.12,912,1.34,499.3
73,2,0.22,0.45,14.4,68,116,0.01,117623.1,0.26,-408.4
189.8,2,0.24,0.34,-9.4,41,169,3.12,628.9,0.41,-3839.1
219.8,2,0.27,0.29,5.7,35,682,3.27,486.9,1.84,-2115.3
175.1,2,0.48,0.37,1.2,36,443,0.03,11891.2,2.13,-3282
123.8,3,0.25,0.29,-1.6,77,598,3.66,38.1,1.5,-1695.4
